"productName","productFinalPrice","discounts","productRealPrice","vendor","location","rate"
"SAMYANG Mie Instan Hot Chicken Ramen 140gr","Rp 19.500","0%","Rp 19.500","toserda","Bandung","5"
"SAMYANG Mie Instan Cheese 140gr","Rp 23.500","0%","Rp 23.500","toserda","Bandung","5"
"SAMYANG Mie Instan Stew 145gr","Rp 22.000","0%","Rp 22.000","toserda","Bandung","0"
"Nasi Jagung Instan Super Nasi Jagung Untuk Diet","Rp 8.900 - Rp 11.500","0%","Rp 8.900 - Rp 11.500","CV. Vallenca Corpora","Blitar","0"
"POP MIE Baso Special 1Karton Isi 24 Cup","Rp 99.750","0%","Rp 99.750","BIZ MART","Tangerang","0"
"ROYAL SANDWICH Paket F Isi 3 Varian Rasa","Rp 105.000","0%","Rp 105.000","Pesona Nusantara","Jakarta Barat","0"
"Brownies Ping Keping Chocochip","Rp 17.500 - Rp 24.900","0%","Rp 17.500 - Rp 24.900","Sasimi","Bandung","0"
"BURUNG DARA Mie Kering 3pcs 136gr","Rp 6.405","0%","Rp 6.405","BIZ MART","Tangerang","0"
"SEDAAP Mie Goreng 1Karton Isi 40pcs","Rp 84.420","0%","Rp 84.420","BIZ MART","Tangerang","5"
"POP MIE Ayam 1Karton Isi 24Cup","Rp 86.887","0%","Rp 86.887","BIZ MART","Tangerang","0"
"POP MIE Soto 1Karton Isi 24Cup","Rp 86.887","0%","Rp 86.887","BIZ MART","Tangerang","5"
"INDOMIE Goreng Rasa Ayam Geprek Bundling 40 Pcs","Rp 93.700","0%","Rp 93.700","IDMARCO","Jakarta Timur","0"
"KNORR Mashed Potato 2kg - isi 1pcs","Rp 175.395","0%","Rp 175.395","Anak Mas Indah","Tangerang","0"
"INDOMIE Ayam Special 85gr 1Karton Isi 40pcs","Rp 81.300","0%","Rp 81.300","BIZ MART","Tangerang","0"
"ABC Mie Gulai Ayam Pedas 70gr 1Karton Isi 40pcs","Rp 77.385","0%","Rp 77.385","BIZ MART","Tangerang","5"
"INDOMIE Kari Ayam 40pcs/Dus","Rp 93.000","0%","Rp 93.000","Khaira Jaya","Jakarta Utara","4.5"
"Kurban Berdayakan Desa - BAZNAS","Rp 3.000.000","0%","Rp 3.000.000","BAZNAS","Jakarta Pusat","0"
"SAMYANG Mie Instan Samyang Nucler 140gr","Rp 24.000","0%","Rp 24.000","toserda","Bandung","5"
"Golden Tamr Premium Dates","Rp 60.000","0%","Rp 60.000","khalifah","Depok","5"
"SARIMI Ayam Bawang 75gr 1Karton Isi 40pcs","Rp 81.795","0%","Rp 81.795","BIZ MART","Tangerang","0"
"Seblak Baper Instan Special Urat","Rp 31.000","0%","Rp 31.000","Bude.Baby","Bandung","0"
"Kripik Baso Goreng / Basreng Pedas","Rp 14.900 - Rp 19.000","0%","Rp 14.900 - Rp 19.000","Sasimi","Bandung","0"
"INDOMIE Mie Goreng","Rp 2.500","0%","Rp 2.500","Toko King Angello","Tangerang","5"
"SUPER BIHUN Instant Lezat","Rp 10.300","0%","Rp 10.300","Toko King Angello","Tangerang","5"
"SEDAAP Mie Kari Ayam 1Karton Isi 40pcs","Rp 79.117","0%","Rp 79.117","BIZ MART","Tangerang","0"
"Cincau Hitam","Rp 3.100","0%","Rp 3.100","Paskomnas","Tangerang","0"
"Abon Ikan Tuna rasa Pedas","Rp 25.000","0%","Rp 25.000","Hazalea Distr","Cilacap","0"
"BOBO Cheese Tofu 30x147Gr/Ctn","Rp 807.000","0%","Rp 807.000","FingerLand","Jakarta Pusat","0"
"LA FONTE Pasta-Spaghetti No.11 10x1000Gr/Ctn","Rp 255.000","0%","Rp 255.000","FingerLand","Jakarta Pusat","0"
"KNORR Cream Of Soup Base / Bahan Dasar Sup Krim 1kg - isi 6pcs","Rp 433.482","0%","Rp 433.482","Anak Mas Indah","Tangerang","0"
"Seblak Baper Instan Cireng Sambel Hejo 215gr","Rp 15.000","0%","Rp 15.000","Bude.Baby","Bandung","5"
"Kurban Untuk Pengungsi Palestina","Rp 3.000.000","0%","Rp 3.000.000","BAZNAS","Jakarta Pusat","0"
"INDOMIE Ayam Special 40 Pcs/ctn","Rp 92.000","0%","Rp 92.000","Khaira Jaya","Jakarta Utara","4.67"
"INDOMIE Soto 1Dus Isi 40pcs","Rp 90.000","0%","Rp 90.000","oq mart","Tangerang Selatan","5"
"Sambal Ikan Tuna","Rp 28.000","0%","Rp 28.000","Hazalea Distr","Cilacap","0"
"INDOMIE Instan Soto 75g","Rp 85.600","0%","Rp 85.600","Klikmart","Tangerang Selatan","0"
"POP MIE Ayam Bawang 1Karton Isi 24Cup","Rp 99.330","0%","Rp 99.330","BIZ MART","Tangerang","0"
"Kurban Berdayakan Desa 1/7 Sapi - BAZNAS","Rp 3.000.000","0%","Rp 3.000.000","BAZNAS","Jakarta Pusat","0"
